DogId,Breed,Image,ImageNumber
6737,BULL ARAB,b027c197-50fb-40e2-9361-a5990b19b158.jpg,1
6737,BULL ARAB,543d170d-2790-42cf-97c2-a3109736c3b3.jpg,2
6751,BORDER COLLIE,1ef3cbc4-3d86-4764-8fde-d97e3e8b7f96.jpg,1
6751,BORDER COLLIE,aaed85b5-8830-4a77-b190-a7450aad9f19.jpg,2
6751,BORDER COLLIE,3a6e7c74-56d1-4f85-b27b-fcfcb3ca8b61.jpg,3
6773,BORDER COLLIE,9403998b-7506-4c0b-88b1-2a98d0285b1d.jpg,1
6773,BORDER COLLIE,ccd8fdbd-fea5-436a-892d-f08d7021cf6b.jpg,2
6773,BORDER COLLIE,d76f6a2f-0acc-4185-a520-b0e9be3a4558.jpg,3
6794,GERMAN SHEPHERD,9b94d44d-2325-40fe-98d7-e1806b4c6829.jpg,1
6812,BULL ARAB,06bdceaa-6647-4ba5-9292-be4abe26b1bb.jpg,1
6812,BULL ARAB,c667b9f3-18d0-4d0a-9b1a-b3623e1a4de9.jpg,2
6812,BULL ARAB,067c16b8-16cf-41de-a904-f9350b0bbc66.jpg,3
6812,BULL ARAB,49f1feb8-6ac5-401d-b3ff-68fe0bf82bf8.jpg,4
6812,BULL ARAB,89cc39d5-88bf-44be-a717-7ec62b050a35.jpg,5
6812,BULL ARAB,a36046b8-0c3f-45b0-8af1-57efb19faf6c.jpg,6
6812,BULL ARAB,f14cbf5a-2d74-40f0-aefd-8e538ac724a4.jpg,7
6832,BULL ARAB,1429b770-4300-48fd-b9d4-f2cabdcb5d8c.jpg,1
6832,BULL ARAB,ceea3912-ec69-4944-ab7e-33cce3beec32.jpg,2
6832,BULL ARAB,9e3c682e-37d1-45e1-9661-13f1603263f7.jpg,3
6832,BULL ARAB,6a9313a6-8482-4674-bfaf-7ff6e5931a29.jpg,4
6832,BULL ARAB,74ec1567-2143-41ea-87b5-4dad1a0da69e.jpg,5
6832,BULL ARAB,781006e7-a924-4f90-81d6-c80e69f83236.jpg,6
6871,BORDER COLLIE,1796e1a5-2541-4b25-bff8-3082a7103a6e.jpg,1
6871,BORDER COLLIE,4f2df0f1-137f-484e-84d7-0e04095ff984.jpg,2
6871,BORDER COLLIE,24f34877-1c4b-453a-bf9f-7b85bbebf53e.jpg,3
6871,BORDER COLLIE,1a71632f-b68a-4633-a103-6acd2142e78a.jpg,4
6871,BORDER COLLIE,53fb1340-9e2c-45d7-9913-98386da74033.jpg,5
6871,BORDER COLLIE,e56f24c9-707b-419b-a238-6bc21adf4aea.jpg,6
6883,SIBERIAN HUSKY,a33bcb08-4ab9-4c0d-a57b-c958e7db63b8.jpg,1
6883,SIBERIAN HUSKY,23a6c5c2-5863-4f92-a420-351f008132a5.jpg,2
6883,SIBERIAN HUSKY,c5814770-8572-449c-bfe9-d1394b89f0f9.jpg,3
6883,SIBERIAN HUSKY,548908e9-0d03-4e98-b106-d8fe3252bf8c.jpg,4
6883,SIBERIAN HUSKY,feaf738b-668d-4e60-a873-dee14eae37b0.jpg,5
6990,GERMAN SHEPHERD,8085551d-8c74-43e3-ae17-0029e6273794.jpg,1
6990,GERMAN SHEPHERD,2ad4ccad-823b-4d20-b7cc-f67d5a993b5b.jpg,2
7031,BULL ARAB,5908883e-d2f0-4579-8e61-e669dfbc1443.jpg,1
7031,BULL ARAB,c704a700-539f-4292-9f81-c13b587c27c2.jpg,2
7031,BULL ARAB,af74e720-d723-43d0-8529-2898d67c1cb9.jpg,3
7031,BULL ARAB,172ca558-681f-4790-b74d-7f7792502c07.jpg,4
7030,BULL ARAB,9f7d998d-3811-4bb1-b039-31244178facd.jpg,1
7088,SIBERIAN HUSKY,42612587-2f56-4a01-8938-9e1b3a13405e.jpg,1
7088,SIBERIAN HUSKY,6c14b6ce-be2a-4d04-88fb-6c5b87bd0c02.jpg,2
7088,SIBERIAN HUSKY,40f4bd00-6103-4e6b-a1f0-8c799f7c9155.jpg,3
7088,SIBERIAN HUSKY,56e1adae-c455-428d-bf36-843324595c5e.jpg,4
7088,SIBERIAN HUSKY,17bf762d-71c5-47ec-9f7b-5deb0edad398.jpg,5
7116,BULL ARAB,1ea1f7b7-0634-4b63-91e6-ce375509c7b8.jpg,1
7116,BULL ARAB,850da96d-1108-447c-adc4-60aaae2b11a4.jpg,2
7116,BULL ARAB,da18810e-3032-4d72-8529-29c5edcda408.jpg,3
7116,BULL ARAB,b09f6920-95f2-41d1-b94e-423b5a1ac8d9.jpg,4
7116,BULL ARAB,0abffa31-7ced-44e3-a59f-40fcdb7471a7.jpg,5
7116,BULL ARAB,48999fd6-5779-40b8-9236-9b56f0f98bc4.jpg,6
7116,BULL ARAB,51d37523-1122-4c4d-8d43-dd91304fea1a.jpg,7
7148,GERMAN SHEPHERD,3fdde465-5413-4be3-b359-b0cf2eca88d4.jpg,1
7148,GERMAN SHEPHERD,c59169c1-adcf-418b-aee7-d9caf98d4999.jpg,2
7148,GERMAN SHEPHERD,17413039-bbad-4944-86b4-18b0b0ee980b.jpg,3
7148,GERMAN SHEPHERD,9fe1f7f7-18c0-432a-835d-7e5edce4cf4b.jpg,4
7173,SIBERIAN HUSKY,660b8e17-bed2-435b-8304-82be117d72f1.jpg,1
7173,SIBERIAN HUSKY,60fe5e0f-0a2e-45ce-832a-d87ea7c3026f.jpg,2
7173,SIBERIAN HUSKY,bd55bcae-54f7-41bc-8ff3-059299f92443.jpg,3
7199,SIBERIAN HUSKY,ea32a612-e4d2-4d6e-821e-bd759b710f6e.jpg,1
7199,SIBERIAN HUSKY,527394d5-b3de-453f-a836-a95e85af9908.jpg,2
7199,SIBERIAN HUSKY,ad679cec-002e-434b-90d0-a38aab49eb6b.jpg,3
7199,SIBERIAN HUSKY,7472d0a3-8e2f-4375-b459-3e4b7cc6b522.jpg,4
7199,SIBERIAN HUSKY,ac798318-ca5c-46fd-b002-fc56ec293891.jpg,5
7199,SIBERIAN HUSKY,df250251-101d-4321-9c8b-20cdcacfbe16.jpg,6
7201,GERMAN SHEPHERD,8a3eb8bf-4fe8-46fc-8b32-4d46a85dc894.jpg,1
7201,GERMAN SHEPHERD,da8e0876-dc95-44f2-b096-8a4a397ef93d.jpg,2
7201,GERMAN SHEPHERD,27bc28f9-d711-415a-9119-90902d6a9dce.jpg,3
7225,BULL ARAB,776e5309-357f-49ae-9c00-23a95ea1006d.jpg,1
7379,SIBERIAN HUSKY,ceeecc2d-1816-4af2-8959-b6519c248df2.jpg,1
7379,SIBERIAN HUSKY,ad854785-76cf-4c0c-bc1f-bcaacf9cdb0b.jpg,2
7379,SIBERIAN HUSKY,8ddff6be-91d7-4f12-9fc9-cdc1abecaf21.jpg,3
7379,SIBERIAN HUSKY,7e3f9a26-b1e5-43ad-8aad-6f26f4adc2dd.jpg,4
7379,SIBERIAN HUSKY,5aa626df-b5fd-4724-8296-541656d1721f.jpg,5
7395,BULL ARAB,37472844-13f2-4b48-b3b5-c5b521680df2.jpg,1
7395,BULL ARAB,b1356302-dfeb-434b-973c-3a53d794e143.jpg,2
7395,BULL ARAB,44d311d2-7ec8-477a-a9d3-3e6eb4b32ed0.jpg,3
7395,BULL ARAB,dd3cdae5-3b70-468c-8b8c-b4be5fa84be1.jpg,4
7395,BULL ARAB,7da7bea3-6469-45f0-9f86-1a5e98a135b6.jpg,5
7395,BULL ARAB,1363884a-be76-4a66-b7de-830a80013580.jpg,6
7395,BULL ARAB,0fa3bbaf-1bb9-4232-ad2e-fb9921d2a5af.jpg,7
7395,BULL ARAB,9888c807-8f94-40e5-9ee2-a7a2140ef569.jpg,8
7478,SIBERIAN HUSKY,d0eba072-6bd9-4134-a25c-fb5b6a344b89.jpg,1
7471,SIBERIAN HUSKY,b571b2d3-682f-49e6-8f40-cd0ff27e666b.jpg,1
7471,SIBERIAN HUSKY,b53769a5-ea11-44fb-ab19-2f2cd4afb746.jpg,2
7471,SIBERIAN HUSKY,562977eb-f1b8-430c-9427-611e1347c4cf.jpg,3
7586,GERMAN SHEPHERD,500144e1-52d4-423b-8044-d7ac16e18148.jpg,1
7591,BORDER COLLIE,2bd71066-4013-4c5f-97c8-7b5820d12acc.jpg,1
7591,BORDER COLLIE,d09585fd-1825-419d-b73b-8af9e5f8f15f.jpg,2
7591,BORDER COLLIE,96b216e6-e5da-4884-b220-c3502baf01a9.jpg,3
7591,BORDER COLLIE,92784b64-8699-4090-a6ff-bfff082d5f0d.jpg,4
7591,BORDER COLLIE,1ef77437-8605-4819-80fa-229ab812c9c9.jpg,5
7591,BORDER COLLIE,c971f97d-7cdf-4462-9536-e2edde950ad1.jpg,6
7591,BORDER COLLIE,ec50b4ef-8f33-474d-b423-2439db83878e.jpg,7
7621,SIBERIAN HUSKY,ee4c81f9-2816-478d-ae81-11d82dd2a9d8.jpg,1
7621,SIBERIAN HUSKY,eaeacb86-8199-4597-a698-fc76ed34f88a.jpg,2
7621,SIBERIAN HUSKY,7882feb2-0a7b-4ea3-aa17-a808f5013795.jpg,3
7621,SIBERIAN HUSKY,5b0417aa-069b-451e-9d21-2543d04cf023.jpg,4
7621,SIBERIAN HUSKY,e59246e6-e66f-4e66-b4e2-91a2c2792317.jpg,5
7621,SIBERIAN HUSKY,ab026b3a-8d18-4cda-9e05-2f97242e71af.jpg,6
7620,SIBERIAN HUSKY,4166fe02-4538-43e9-b17e-b742cc4e6f07.jpg,1
7620,SIBERIAN HUSKY,e0b6ceee-19b6-4438-a09a-22f513b20441.jpg,2
7620,SIBERIAN HUSKY,98385c58-80cd-4b3f-8353-4a482410aa27.jpg,3
7620,SIBERIAN HUSKY,3dce67b9-1f24-4a09-8b67-f650607ee77d.jpg,4
7620,SIBERIAN HUSKY,bbfa04b1-fb26-48ac-8fc3-1926e253f445.jpg,5
7620,SIBERIAN HUSKY,a2419e53-0806-4518-b104-c8147d372ae8.jpg,6
7620,SIBERIAN HUSKY,78025ce3-e37e-4898-9914-43b367695c5b.jpg,7
7711,BULL ARAB,e7df1a5e-a8dd-4a79-b385-e59a7ef89e5c.jpg,1
7711,BULL ARAB,d8eccbb7-f60b-43bd-919e-a58b134a0ef8.jpg,2
7711,BULL ARAB,f7d3eaaf-27b1-47c5-9de5-1d07203a704c.jpg,3
7711,BULL ARAB,cd9254d5-27e9-4be1-8334-34c974984c23.jpg,4
7711,BULL ARAB,cefd8d87-1ad5-4763-b20e-b1356c62a8e4.jpg,5
7817,BULL ARAB,8fdc15ac-c0eb-4c25-886f-4ac4829985ac.jpg,1
7817,BULL ARAB,765f986a-3fce-4641-a9a9-bd16d2e98e67.jpg,2
7817,BULL ARAB,3a921f5d-a212-47d7-9124-3040ec21815b.jpg,3
7817,BULL ARAB,90f348b5-c7ad-4c61-a6c7-9965377dc46a.jpg,4
7817,BULL ARAB,a76cbea4-149f-4c11-b9f8-beb55dcda10f.jpg,5
7817,BULL ARAB,262e7ca1-faf9-478f-9ff2-4c027d03faeb.jpg,6
7822,BULL ARAB,46ddc1ba-4393-4ce1-b21a-6d0a1a2c5ec8.jpg,1
7822,BULL ARAB,1c871de9-106a-4ea2-ac9f-518f57b7e971.jpg,2
7822,BULL ARAB,f51b225c-c7b7-4f08-beb4-f3bf93311d1b.jpg,3
7822,BULL ARAB,240575f5-1919-4e89-ba6a-c6192163aef8.jpg,4
7822,BULL ARAB,04cdcc80-b64b-4006-acc0-908e3a9162cf.jpg,5
7822,BULL ARAB,a8fb9cea-1c19-4271-b6f1-065ee4f2eb90.jpg,6
7822,BULL ARAB,8bed0bea-77a3-42dd-8e94-ca328ec75017.jpg,7
7825,BORDER COLLIE,fb994746-4e85-43bd-b333-6f534182d54a.jpg,1
7825,BORDER COLLIE,e3a417f2-62ed-4a89-91b5-3dc77d505ce1.jpg,2
7825,BORDER COLLIE,7b15e049-cc20-4b21-916c-d5b60720a17a.jpg,3
7825,BORDER COLLIE,c7bd21ff-721c-458d-a4a5-335b3d56511a.jpg,4
7812,BULL ARAB,0f623f8a-08ac-4368-b30b-5443071af94f.jpg,1
7812,BULL ARAB,051c5a3b-657e-4d44-a4b7-22fc3d97bcb8.jpg,2
7812,BULL ARAB,1f82d97a-7610-4817-8fce-ac70a821fe32.jpg,3
7821,BORDER COLLIE,b8794f71-419b-4320-bb9c-63ebb473f844.jpg,1
7821,BORDER COLLIE,8317d6c5-82bd-4601-90db-ff72150ca32c.jpg,2
7821,BORDER COLLIE,3e3aa634-7a80-4d9b-a59a-5f50d9310968.jpg,3
7883,SIBERIAN HUSKY,b3e7279c-c4d2-4413-a3e1-cacc780f4a1c.jpg,1
7883,SIBERIAN HUSKY,738ec7a1-d3f8-4a5f-b233-bd3670512643.jpg,2
7883,SIBERIAN HUSKY,53c66cde-28cc-4900-b643-08318d42e729.jpg,3
7883,SIBERIAN HUSKY,8b44a7e2-e242-4a12-8af2-95d3be4868c3.jpg,4
7885,SIBERIAN HUSKY,ca90111a-9674-4a83-a3c4-a17193ac7284.jpg,1
7885,SIBERIAN HUSKY,f7db50ea-51d8-4f9e-aea0-8688f206631c.jpg,2
7885,SIBERIAN HUSKY,cd6db8f9-09d7-47b8-8ec7-41ac6073655d.jpg,3
7885,SIBERIAN HUSKY,20d73e8c-8dd6-44b9-8dea-585055787bce.jpg,4
7885,SIBERIAN HUSKY,f8e4c933-9d03-4ad4-aac9-90b867b37617.jpg,5
7885,SIBERIAN HUSKY,27976dab-8d97-4c6f-8db3-18e18714bac1.jpg,6
7884,SIBERIAN HUSKY,9f8324c5-abac-44bb-b010-14d71479d303.jpg,1
7884,SIBERIAN HUSKY,5f6f6e8c-ae6d-4184-8ec1-cca85572a622.jpg,2
7884,SIBERIAN HUSKY,71c456db-f855-4ead-ac62-39aa77ffefb4.jpg,3
7884,SIBERIAN HUSKY,c2ad68a5-58d3-4435-bce2-7f94af8404c7.jpg,4
7884,SIBERIAN HUSKY,1e5ef647-3c67-45b7-a3f2-6f8dcf69bafe.jpg,5
7884,SIBERIAN HUSKY,7354ff7f-ab31-4631-80b7-388bfe3b90b5.jpg,6
7884,SIBERIAN HUSKY,42a21c65-93b5-421c-a51e-2a97e4043248.jpg,7
7884,SIBERIAN HUSKY,9fec27cc-7b51-44b3-b6fd-9fc3379f31ec.jpg,8
8006,SIBERIAN HUSKY,ba2c276c-6201-4618-8a4e-228fd7eef1fb.jpg,1
8006,SIBERIAN HUSKY,2336d7fd-b3f7-4adc-9e8f-64c1276c9ce7.jpg,2
8006,SIBERIAN HUSKY,9a969909-ff72-431c-add4-43a4a93c07fd.jpg,3
8006,SIBERIAN HUSKY,fc34b765-ca5e-474d-adf3-d83444e599e1.jpg,4
8006,SIBERIAN HUSKY,6d57bb87-a74a-4078-9655-0ba626983df7.jpg,5
8006,SIBERIAN HUSKY,6608fd9b-b8ce-4d69-a66b-8f38ccd68a65.jpg,6
8009,SIBERIAN HUSKY,e8ea82b7-84ff-4186-8c10-bd9fb7a51e5a.jpg,1
8009,SIBERIAN HUSKY,37ecae08-db16-481e-8de0-39ede738748b.jpg,2
8009,SIBERIAN HUSKY,2b384c71-36e2-4b0a-a62c-c4d4c354f587.jpg,3
8009,SIBERIAN HUSKY,c23b4a0f-35d2-494a-81ec-a34c1e78b4b3.jpg,4
8009,SIBERIAN HUSKY,af11a22a-bdce-412c-afeb-1a6b1e95621c.jpg,5
8005,BULL ARAB,79d5c324-c5c2-4c68-a2ab-1bd7514c4341.jpg,1
8005,BULL ARAB,733962dc-5597-45cc-aa86-372afe50fcb1.jpg,2
8005,BULL ARAB,39d2be38-be52-41eb-922f-d3eadcd7c589.jpg,3
8005,BULL ARAB,b044d75e-3241-41a9-aa90-32695bc1b790.jpg,4
8008,SIBERIAN HUSKY,87357037-a4f3-43f8-9eb4-720c07f80d0c.jpg,1
8008,SIBERIAN HUSKY,487d987b-a037-4fc7-bacf-763a049094dd.jpg,2
8008,SIBERIAN HUSKY,15fec021-d446-4d7e-8f64-a3c5ace60db5.jpg,3
8007,SIBERIAN HUSKY,c89e2b54-23c3-4f29-8881-3d85b4193158.jpg,1
8007,SIBERIAN HUSKY,a88163ea-3cab-4599-bb24-fd4b0c785df3.jpg,2
8007,SIBERIAN HUSKY,f678aadc-a06d-4bef-b31f-bd21e932cd7d.jpg,3
8007,SIBERIAN HUSKY,a09a3f9f-08ec-48ac-87a9-505f065ecd04.jpg,4
8007,SIBERIAN HUSKY,c0af4d32-8b6a-4ff1-9551-089f8bdc614a.jpg,5
8010,SIBERIAN HUSKY,a7ca4fd3-1316-486e-9e8d-b2369750cbcb.jpg,1
8010,SIBERIAN HUSKY,a35d806a-ecdb-410e-8430-1a6610f465c7.jpg,2
8010,SIBERIAN HUSKY,d0ec59fd-340f-4ab0-a0c4-cd352ac16f1d.jpg,3
8010,SIBERIAN HUSKY,5e527ecd-d926-431d-9d28-2505cae98822.jpg,4
8010,SIBERIAN HUSKY,41e3b526-555e-4ff6-9585-9e5fa96f0062.jpg,5
8010,SIBERIAN HUSKY,e70f0e53-e143-43a6-9745-b32df97fef43.jpg,6
8010,SIBERIAN HUSKY,9db925e4-930b-4598-8186-fe2e33e85f77.jpg,7
8053,SIBERIAN HUSKY,67d732f8-9b7e-4cfe-9030-435a60067a90.jpg,1
8053,SIBERIAN HUSKY,270bdea2-6ee3-44a3-a058-6c05f29a7bf1.jpg,2
8072,SIBERIAN HUSKY,63226e52-75a9-496c-9ca2-8c6bad299372.jpg,1
8072,SIBERIAN HUSKY,f83cd218-355b-4dca-8264-d2160a147852.jpg,2
8075,SIBERIAN HUSKY,3dc1f750-b088-41ff-b97b-0e7be270ca1b.jpg,1
8071,SIBERIAN HUSKY,8fa1d29f-d200-4029-9a57-4cfb40283d6d.jpg,1
8071,SIBERIAN HUSKY,8c22711a-8760-44f7-a35f-af8fa02b3cfe.jpg,2
8071,SIBERIAN HUSKY,1b2d339c-4844-440b-b451-a9ebe853a53c.jpg,3
8071,SIBERIAN HUSKY,9d17f9b7-d822-4d88-89e0-8aeaa38698e6.jpg,4
8074,SIBERIAN HUSKY,9b864f8f-18f3-47d1-8f09-6dc850ce2035.jpg,1
8074,SIBERIAN HUSKY,2dffbef3-ccc3-4c68-9ab2-fa2be4dfbab1.jpg,2
8074,SIBERIAN HUSKY,55b80b1d-a165-4e6c-98c4-0451043c1131.jpg,3
8074,SIBERIAN HUSKY,406cec89-c32e-450e-958b-d583a7431d00.jpg,4
8070,SIBERIAN HUSKY,877b0800-6b81-4684-9ce4-dad0280690b2.jpg,1
8076,SIBERIAN HUSKY,0d5eb139-d82a-4c49-96e3-3a859b49d9a7.jpg,1
8076,SIBERIAN HUSKY,c918cf0f-28d9-4079-9967-4fd128dac2cd.jpg,2
8076,SIBERIAN HUSKY,cad9881f-c622-49d3-adda-1100478c80f0.jpg,3
8076,SIBERIAN HUSKY,d2e0ae0a-74fd-4f2d-9cd7-afeb0204e33d.jpg,4
8076,SIBERIAN HUSKY,1fe3552c-f82a-4bf5-bffd-22cab71b9845.jpg,5
8079,SIBERIAN HUSKY,93ac4f30-6e5b-45a5-a047-0eeb6b94f369.jpg,1
8079,SIBERIAN HUSKY,87151428-a48f-400d-b5fb-351672a00be9.jpg,2
8079,SIBERIAN HUSKY,94a1d161-c80a-4d89-a03b-43c919ff247d.jpg,3
8079,SIBERIAN HUSKY,96d4aeed-82db-4093-9804-ae469d6bd01c.jpg,4
8197,SIBERIAN HUSKY,0a453e14-19c8-4a81-863e-a29b997ea1ec.jpg,1
8197,SIBERIAN HUSKY,ddb74b6b-6af0-42d5-957d-7c9d80401769.jpg,2
8264,GERMAN SHEPHERD,407f9a58-565d-422d-95f3-7a247ac79c6a.jpg,1
8264,GERMAN SHEPHERD,611f0cb5-ddd6-43d5-88be-eb530a6ee737.jpg,2
8264,GERMAN SHEPHERD,cc60b646-817b-4b8c-882c-cc54609bc45e.jpg,3
8264,GERMAN SHEPHERD,146f9b51-6c0b-4bcc-b0f2-df03d78d05e3.jpg,4
8264,GERMAN SHEPHERD,e385d656-0dc2-45fa-94bf-a3f0bc387c99.jpg,5
8315,GERMAN SHEPHERD,14b1b8b1-1382-4ea0-b5f1-9b1afe396824.jpg,1
8334,SIBERIAN HUSKY,4f4c27e1-836c-499a-9697-b7fd00903f4f.jpg,1
8334,SIBERIAN HUSKY,30ff127d-eeec-451b-9492-0f763a0bd036.jpg,2
8334,SIBERIAN HUSKY,c6721a85-6750-49a1-a835-b97fb6d511d8.jpg,3
8334,SIBERIAN HUSKY,ac23160a-33f2-4a6f-94ca-efd2f765ac6c.jpg,4
8334,SIBERIAN HUSKY,97e01204-911f-4280-977a-ead939a2bf01.jpg,5
8405,SIBERIAN HUSKY,85fe04b4-f8db-4679-921f-c453502501f7.jpg,1
8405,SIBERIAN HUSKY,945349ed-f69b-4779-9327-bfab359f83f6.jpg,2
8405,SIBERIAN HUSKY,6932128d-f598-4303-98f2-ad29c4b06c00.jpg,3
8405,SIBERIAN HUSKY,2d731a44-e6a0-4534-a2b3-3105e73026d9.jpg,4
8405,SIBERIAN HUSKY,4f7a3e08-bf27-409a-98ce-9130247aeee5.jpg,5
8446,SIBERIAN HUSKY,ad0a3d09-e478-424e-83db-53d4eb42cb2e.jpg,1
8446,SIBERIAN HUSKY,65263ca6-3ab6-4a93-a2d1-5bad05cc848d.jpg,2
8446,SIBERIAN HUSKY,79cf7461-d9b1-4b7b-bf13-2ac130aff37b.jpg,3
8446,SIBERIAN HUSKY,ebbb475d-2a38-48e3-aa55-0450868f1a8c.jpg,4
8446,SIBERIAN HUSKY,d315d01f-2908-4cca-b84d-0e3330a81b24.jpg,5
8485,BORDER COLLIE,373dd587-0a09-4c49-b4df-ce3cfd3bd09b.jpg,1
8519,SIBERIAN HUSKY,370e264f-6f4b-438d-93ad-74e8c2e6469e.jpg,1
8519,SIBERIAN HUSKY,47c2c36d-c246-4ff1-ae42-e32a7345fd5e.jpg,2
8519,SIBERIAN HUSKY,ec41f50e-cfe3-4b57-a6c6-c7cf0d81fd3a.jpg,3
8537,BULL ARAB,23136fb2-af9c-4a54-8051-9262b2119c1e.jpg,1
8537,BULL ARAB,2cdfb9e6-8e2a-4af0-b4ce-35a01ea8bb2f.jpg,2
8537,BULL ARAB,672c847b-653f-4349-ae46-01037323e3ea.jpg,3
8537,BULL ARAB,e2b00780-f232-42f4-8f95-73099c4d3deb.jpg,4
8537,BULL ARAB,f3f26f99-7e84-4bc0-91f4-afbad040683d.jpg,5
8537,BULL ARAB,192393d9-7ae1-4779-9a05-e1a5fdab9b0f.jpg,6
8537,BULL ARAB,7a333ec1-b29d-4b95-8e29-9e02f66abb20.jpg,7
8537,BULL ARAB,5eb01807-60dc-43be-8453-f4e130a9d9d4.jpg,8
8538,BULL ARAB,3f7b2f28-657a-41a0-9f21-2a742ea60f12.jpg,1
8538,BULL ARAB,4e38da2e-d440-49a8-b847-e03a9adff9cf.jpg,2
8538,BULL ARAB,c04f2bd8-71d7-4f4e-adb0-fb7e206ccf69.jpg,3
8538,BULL ARAB,9bd82279-6911-478e-a9cb-2c967c1d7b6d.jpg,4
8538,BULL ARAB,530d990a-453a-49b5-b67d-eb374497fdab.jpg,5
8538,BULL ARAB,246d1664-6015-4896-8c89-93d7ed14a7fc.jpg,6
8538,BULL ARAB,5c07dfb7-2210-4365-8bb1-29bf54801a1c.jpg,7
8538,BULL ARAB,e7a4b2d1-6a38-4315-9166-e7b3918de7b6.jpg,8
8582,BORDER COLLIE,a91c327e-b06f-4fe0-8f22-b32c73eb236f.jpg,1
8605,BULL ARAB,b406927f-3be2-4e62-9600-1fea58e406a1.jpg,1
8605,BULL ARAB,73afeabb-456b-402b-a843-7bd9c60c5eac.jpg,2
8605,BULL ARAB,3753da7f-5b8c-4ecd-8fb6-b3d184506462.jpg,3
8605,BULL ARAB,e110e307-8eaa-407d-888e-3b0bff631924.jpg,4
8605,BULL ARAB,d875531d-b040-48a3-91db-d0b3b8780cff.jpg,5
8605,BULL ARAB,7b8956aa-6ecf-4462-aa0a-4a0bc5c1f425.jpg,6
8605,BULL ARAB,9fd6705b-ded2-4a17-94a4-88a0834345ea.jpg,7
8605,BULL ARAB,5934e8ff-6080-4c98-a462-cb0c12effbc1.jpg,8
8611,BORDER COLLIE,9cef2455-8025-44b1-8c94-3098301999fe.jpg,1
8611,BORDER COLLIE,3b83f757-1b6b-436e-8190-181f5abf8b4f.jpg,2
8611,BORDER COLLIE,67f18c42-af3e-4a4e-9e90-2180655d7f35.jpg,3
8711,GERMAN SHEPHERD,841bcb32-4c66-4fa5-994b-46b443068ba9.jpg,1
8712,BORDER COLLIE,4fae194c-9c00-487f-a395-d010545d4587.jpg,1
8712,BORDER COLLIE,b5fb8f0e-c023-4f07-9828-7353b997fc2d.jpg,2
8738,BORDER COLLIE,4ebd8451-48ac-4df5-8dae-350f6bb30af7.jpg,1
8738,BORDER COLLIE,fb9a2889-b305-4d61-9684-8f32030250d0.jpg,2
